,admin,capital,city,country,iso2,lat,lng,population,population_proper
0,Etats-Unis d'Amérique,,New York,United States of America,US,40.76149276,-73.98143112,19040000.0,8008278.0
1,Mexique,primary,Mexico City,Mexico,MX,19.434167,-99.138611,19028000.0,10811002.0
2,Etats-Unis d'Amérique,minor,Los Angeles,United States of America,US,34.0522342,-118.24368490000002,12500000.0,3694820.0
3,Etats-Unis d'Amérique,minor,Chicago,United States of America,US,41.850033,-87.6500523,8990000.0,2841952.0
4,Etats-Unis d'Amérique,minor,Miami,United States of America,US,25.7742658,-80.1936589,5585000.0,382894.0
5,Etats-Unis d'Amérique,minor,Philadelphia,United States of America,US,39.952335,-75.16378900000002,5492000.0,1517550.0
6,Canada,admin,Toronto,Canada,CA,43.666667,-79.416667,5213000.0,3934421.0
7,Etats-Unis d'Amérique,minor,Dallas,United States of America,US,32.783055600000004,-96.8066667,4798000.0,1211704.0
8,Etats-Unis d'Amérique,admin,Atlanta,United States of America,US,33.7489954,-84.3879824,4506000.0,422908.0
9,Etats-Unis d'Amérique,admin,Boston,United States of America,US,42.3584308,-71.05977320000002,4467000.0,589141.0
10,Etats-Unis d'Amérique,minor,Houston,United States of America,US,29.7632836,-95.3632715,4459000.0,3647574.0
11,Etats-Unis d'Amérique,primary,Washington,United States of America,US,38.8951118,-77.0363658,4338000.0,552433.0
12,Mexique,admin,Guadalajara,Mexico,MX,20.666823,-103.391824,4198000.0,1640589.0
13,Etats-Unis d'Amérique,minor,Detroit,United States of America,US,42.33142700000001,-83.0457538,4101000.0,951270.0
